test_id,node,test_category,test_description,test,result,failure_reason
218,AVD-VEOS2,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.31,PASS,
219,AVD-VEOS3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.5,PASS,
220,AVD-VEOS3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.8,PASS,
221,AVD-VEOS3,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.10,PASS,
222,AVD-VEOS4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.4,PASS,
223,AVD-VEOS4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.12,PASS,
224,AVD-VEOS4,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.14,PASS,
225,AVD-VEOS5,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.9,PASS,
226,AVD-VEOS5,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.16,PASS,
227,AVD-VEOS5,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.18,PASS,
228,AVD-VEOS6,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.8,PASS,
229,AVD-VEOS6,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.20,PASS,
230,AVD-VEOS6,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.22,PASS,
231,AVD-VEOS7,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.13,PASS,
232,AVD-VEOS7,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.24,PASS,
233,AVD-VEOS7,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.26,PASS,
234,AVD-VEOS8,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 10.255.251.12,PASS,
235,AVD-VEOS8,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.28,PASS,
236,AVD-VEOS8,BGP,ip bgp peer state established (ipv4),bgp_neighbor: 172.31.255.30,PASS,
237,AVD-VEOS1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.5,PASS,
238,AVD-VEOS1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.6,PASS,
239,AVD-VEOS1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.7,PASS,
240,AVD-VEOS1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.8,PASS,
241,AVD-VEOS1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.9,PASS,
242,AVD-VEOS1,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.10,PASS,
243,AVD-VEOS2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.5,PASS,
244,AVD-VEOS2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.6,PASS,
245,AVD-VEOS2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.7,PASS,
246,AVD-VEOS2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.8,PASS,
247,AVD-VEOS2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.9,PASS,
248,AVD-VEOS2,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.10,PASS,
249,AVD-VEOS3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.1,PASS,
250,AVD-VEOS3,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.2,PASS,
251,AVD-VEOS4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.1,PASS,
252,AVD-VEOS4,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.2,PASS,
253,AVD-VEOS5,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.1,PASS,
254,AVD-VEOS5,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.2,PASS,
255,AVD-VEOS6,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.1,PASS,
256,AVD-VEOS6,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.2,PASS,
257,AVD-VEOS7,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.1,PASS,
258,AVD-VEOS7,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.2,PASS,
259,AVD-VEOS8,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.1,PASS,
260,AVD-VEOS8,BGP,bgp evpn peer state established (evpn),bgp_neighbor: 192.168.255.2,PASS,
261,AVD-VEOS3,Routing Table,Remote VTEP address,192.168.254.5,PASS,
262,AVD-VEOS3,Routing Table,Remote VTEP address,192.168.254.7,PASS,
263,AVD-VEOS3,Routing Table,Remote VTEP address,192.168.254.9,PASS,
264,AVD-VEOS4,Routing Table,Remote VTEP address,192.168.254.5,PASS,
265,AVD-VEOS4,Routing Table,Remote VTEP address,192.168.254.7,PASS,
266,AVD-VEOS4,Routing Table,Remote VTEP address,192.168.254.9,PASS,
267,AVD-VEOS5,Routing Table,Remote VTEP address,192.168.254.5,PASS,
268,AVD-VEOS5,Routing Table,Remote VTEP address,192.168.254.7,PASS,
269,AVD-VEOS5,Routing Table,Remote VTEP address,192.168.254.9,PASS,
270,AVD-VEOS6,Routing Table,Remote VTEP address,192.168.254.5,PASS,
271,AVD-VEOS6,Routing Table,Remote VTEP address,192.168.254.7,PASS,
272,AVD-VEOS6,Routing Table,Remote VTEP address,192.168.254.9,PASS,
273,AVD-VEOS7,Routing Table,Remote VTEP address,192.168.254.5,PASS,
274,AVD-VEOS7,Routing Table,Remote VTEP address,192.168.254.7,PASS,
275,AVD-VEOS7,Routing Table,Remote VTEP address,192.168.254.9,PASS,
276,AVD-VEOS8,Routing Table,Remote VTEP address,192.168.254.5,PASS,
277,AVD-VEOS8,Routing Table,Remote VTEP address,192.168.254.7,PASS,
278,AVD-VEOS8,Routing Table,Remote VTEP address,192.168.254.9,PASS,
279,AVD-VEOS3,Routing Table,Remote Lo0 address,192.168.255.1,PASS,
280,AVD-VEOS3,Routing Table,Remote Lo0 address,192.168.255.2,PASS,
281,AVD-VEOS3,Routing Table,Remote Lo0 address,192.168.255.5,PASS,
282,AVD-VEOS3,Routing Table,Remote Lo0 address,192.168.255.6,PASS,
283,AVD-VEOS3,Routing Table,Remote Lo0 address,192.168.255.7,PASS,
284,AVD-VEOS3,Routing Table,Remote Lo0 address,192.168.255.8,PASS,
285,AVD-VEOS3,Routing Table,Remote Lo0 address,192.168.255.9,PASS,
286,AVD-VEOS3,Routing Table,Remote Lo0 address,192.168.255.10,PASS,
287,AVD-VEOS4,Routing Table,Remote Lo0 address,192.168.255.1,PASS,
288,AVD-VEOS4,Routing Table,Remote Lo0 address,192.168.255.2,PASS,
289,AVD-VEOS4,Routing Table,Remote Lo0 address,192.168.255.5,PASS,
290,AVD-VEOS4,Routing Table,Remote Lo0 address,192.168.255.6,PASS,
291,AVD-VEOS4,Routing Table,Remote Lo0 address,192.168.255.7,PASS,
292,AVD-VEOS4,Routing Table,Remote Lo0 address,192.168.255.8,PASS,
293,AVD-VEOS4,Routing Table,Remote Lo0 address,192.168.255.9,PASS,
294,AVD-VEOS4,Routing Table,Remote Lo0 address,192.168.255.10,PASS,
295,AVD-VEOS5,Routing Table,Remote Lo0 address,192.168.255.1,PASS,
296,AVD-VEOS5,Routing Table,Remote Lo0 address,192.168.255.2,PASS,
297,AVD-VEOS5,Routing Table,Remote Lo0 address,192.168.255.5,PASS,
298,AVD-VEOS5,Routing Table,Remote Lo0 address,192.168.255.6,PASS,
299,AVD-VEOS5,Routing Table,Remote Lo0 address,192.168.255.7,PASS,
300,AVD-VEOS5,Routing Table,Remote Lo0 address,192.168.255.8,PASS,
301,AVD-VEOS5,Routing Table,Remote Lo0 address,192.168.255.9,PASS,
302,AVD-VEOS5,Routing Table,Remote Lo0 address,192.168.255.10,PASS,
303,AVD-VEOS6,Routing Table,Remote Lo0 address,192.168.255.1,PASS,
304,AVD-VEOS6,Routing Table,Remote Lo0 address,192.168.255.2,PASS,
305,AVD-VEOS6,Routing Table,Remote Lo0 address,192.168.255.5,PASS,
306,AVD-VEOS6,Routing Table,Remote Lo0 address,192.168.255.6,PASS,
307,AVD-VEOS6,Routing Table,Remote Lo0 address,192.168.255.7,PASS,
308,AVD-VEOS6,Routing Table,Remote Lo0 address,192.168.255.8,PASS,
309,AVD-VEOS6,Routing Table,Remote Lo0 address,192.168.255.9,PASS,
310,AVD-VEOS6,Routing Table,Remote Lo0 address,192.168.255.10,PASS,
311,AVD-VEOS7,Routing Table,Remote Lo0 address,192.168.255.1,PASS,
312,AVD-VEOS7,Routing Table,Remote Lo0 address,192.168.255.2,PASS,
313,AVD-VEOS7,Routing Table,Remote Lo0 address,192.168.255.5,PASS,
314,AVD-VEOS7,Routing Table,Remote Lo0 address,192.168.255.6,PASS,
315,AVD-VEOS7,Routing Table,Remote Lo0 address,192.168.255.7,PASS,
316,AVD-VEOS7,Routing Table,Remote Lo0 address,192.168.255.8,PASS,
317,AVD-VEOS7,Routing Table,Remote Lo0 address,192.168.255.9,PASS,
318,AVD-VEOS7,Routing Table,Remote Lo0 address,192.168.255.10,PASS,
319,AVD-VEOS8,Routing Table,Remote Lo0 address,192.168.255.1,PASS,
320,AVD-VEOS8,Routing Table,Remote Lo0 address,192.168.255.2,PASS,
321,AVD-VEOS8,Routing Table,Remote Lo0 address,192.168.255.5,PASS,
322,AVD-VEOS8,Routing Table,Remote Lo0 address,192.168.255.6,PASS,
323,AVD-VEOS8,Routing Table,Remote Lo0 address,192.168.255.7,PASS,
324,AVD-VEOS8,Routing Table,Remote Lo0 address,192.168.255.8,PASS,
325,AVD-VEOS8,Routing Table,Remote Lo0 address,192.168.255.9,PASS,
326,AVD-VEOS8,Routing Table,Remote Lo0 address,192.168.255.10,PASS,
327,AVD-VEOS3,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS3 - 192.168.255.5 Destination: 192.168.255.1,PASS,
328,AVD-VEOS3,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS3 - 192.168.255.5 Destination: 192.168.255.2,PASS,
329,AVD-VEOS3,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS3 - 192.168.255.5 Destination: 192.168.255.5,PASS,
330,AVD-VEOS3,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS3 - 192.168.255.5 Destination: 192.168.255.6,PASS,
331,AVD-VEOS3,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS3 - 192.168.255.5 Destination: 192.168.255.7,PASS,
332,AVD-VEOS3,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS3 - 192.168.255.5 Destination: 192.168.255.8,PASS,
333,AVD-VEOS3,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS3 - 192.168.255.5 Destination: 192.168.255.9,PASS,
334,AVD-VEOS3,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS3 - 192.168.255.5 Destination: 192.168.255.10,PASS,
335,AVD-VEOS4,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS4 - 192.168.255.6 Destination: 192.168.255.1,PASS,
336,AVD-VEOS4,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS4 - 192.168.255.6 Destination: 192.168.255.2,PASS,
337,AVD-VEOS4,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS4 - 192.168.255.6 Destination: 192.168.255.5,PASS,
338,AVD-VEOS4,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS4 - 192.168.255.6 Destination: 192.168.255.6,PASS,
339,AVD-VEOS4,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS4 - 192.168.255.6 Destination: 192.168.255.7,PASS,
340,AVD-VEOS4,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS4 - 192.168.255.6 Destination: 192.168.255.8,PASS,
341,AVD-VEOS4,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS4 - 192.168.255.6 Destination: 192.168.255.9,PASS,
342,AVD-VEOS4,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS4 - 192.168.255.6 Destination: 192.168.255.10,PASS,
343,AVD-VEOS5,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS5 - 192.168.255.7 Destination: 192.168.255.1,PASS,
344,AVD-VEOS5,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS5 - 192.168.255.7 Destination: 192.168.255.2,PASS,
345,AVD-VEOS5,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS5 - 192.168.255.7 Destination: 192.168.255.5,PASS,
346,AVD-VEOS5,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS5 - 192.168.255.7 Destination: 192.168.255.6,PASS,
347,AVD-VEOS5,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS5 - 192.168.255.7 Destination: 192.168.255.7,PASS,
348,AVD-VEOS5,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS5 - 192.168.255.7 Destination: 192.168.255.8,PASS,
349,AVD-VEOS5,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS5 - 192.168.255.7 Destination: 192.168.255.9,PASS,
350,AVD-VEOS5,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS5 - 192.168.255.7 Destination: 192.168.255.10,PASS,
351,AVD-VEOS6,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS6 - 192.168.255.8 Destination: 192.168.255.1,PASS,
352,AVD-VEOS6,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS6 - 192.168.255.8 Destination: 192.168.255.2,PASS,
353,AVD-VEOS6,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS6 - 192.168.255.8 Destination: 192.168.255.5,PASS,
354,AVD-VEOS6,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS6 - 192.168.255.8 Destination: 192.168.255.6,PASS,
355,AVD-VEOS6,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS6 - 192.168.255.8 Destination: 192.168.255.7,PASS,
356,AVD-VEOS6,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS6 - 192.168.255.8 Destination: 192.168.255.8,PASS,
357,AVD-VEOS6,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS6 - 192.168.255.8 Destination: 192.168.255.9,PASS,
358,AVD-VEOS6,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS6 - 192.168.255.8 Destination: 192.168.255.10,PASS,
359,AVD-VEOS7,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS7 - 192.168.255.9 Destination: 192.168.255.1,PASS,
360,AVD-VEOS7,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS7 - 192.168.255.9 Destination: 192.168.255.2,PASS,
361,AVD-VEOS7,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS7 - 192.168.255.9 Destination: 192.168.255.5,PASS,
362,AVD-VEOS7,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS7 - 192.168.255.9 Destination: 192.168.255.6,PASS,
363,AVD-VEOS7,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS7 - 192.168.255.9 Destination: 192.168.255.7,PASS,
364,AVD-VEOS7,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS7 - 192.168.255.9 Destination: 192.168.255.8,PASS,
365,AVD-VEOS7,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS7 - 192.168.255.9 Destination: 192.168.255.9,PASS,
366,AVD-VEOS7,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS7 - 192.168.255.9 Destination: 192.168.255.10,PASS,
367,AVD-VEOS8,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS8 - 192.168.255.10 Destination: 192.168.255.1,PASS,
368,AVD-VEOS8,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS8 - 192.168.255.10 Destination: 192.168.255.2,PASS,
369,AVD-VEOS8,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS8 - 192.168.255.10 Destination: 192.168.255.5,PASS,
370,AVD-VEOS8,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS8 - 192.168.255.10 Destination: 192.168.255.6,PASS,
371,AVD-VEOS8,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS8 - 192.168.255.10 Destination: 192.168.255.7,PASS,
372,AVD-VEOS8,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS8 - 192.168.255.10 Destination: 192.168.255.8,PASS,
373,AVD-VEOS8,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS8 - 192.168.255.10 Destination: 192.168.255.9,PASS,
374,AVD-VEOS8,Loopback0 Reachability,Loopback0 Reachability,Source: AVD-VEOS8 - 192.168.255.10 Destination: 192.168.255.10,PASS,
