test_id,node,test_category,test_description,test,result,failure_reason
235,AS-DCI2,Routing Table,Remote VTEP address,198.18.1.9,PASS,
236,AS-LEAF1,Routing Table,Remote VTEP address,198.18.11.7,PASS,
237,AS-LEAF1,Routing Table,Remote VTEP address,198.18.11.5,PASS,
238,AS-LEAF1,Routing Table,Remote VTEP address,198.18.11.9,PASS,
239,AS-LEAF1,Routing Table,Remote VTEP address,198.18.1.7,PASS,
240,AS-LEAF1,Routing Table,Remote VTEP address,198.18.1.5,PASS,
241,AS-LEAF1,Routing Table,Remote VTEP address,198.18.1.9,PASS,
242,AS-LEAF2,Routing Table,Remote VTEP address,198.18.11.7,PASS,
243,AS-LEAF2,Routing Table,Remote VTEP address,198.18.11.5,PASS,
244,AS-LEAF2,Routing Table,Remote VTEP address,198.18.11.9,PASS,
245,AS-LEAF2,Routing Table,Remote VTEP address,198.18.1.7,PASS,
246,AS-LEAF2,Routing Table,Remote VTEP address,198.18.1.5,PASS,
247,AS-LEAF2,Routing Table,Remote VTEP address,198.18.1.9,PASS,
248,AS-LEAF3,Routing Table,Remote VTEP address,198.18.11.7,PASS,
249,AS-LEAF3,Routing Table,Remote VTEP address,198.18.11.5,PASS,
250,AS-LEAF3,Routing Table,Remote VTEP address,198.18.11.9,PASS,
251,AS-LEAF3,Routing Table,Remote VTEP address,198.18.1.7,PASS,
252,AS-LEAF3,Routing Table,Remote VTEP address,198.18.1.5,PASS,
253,AS-LEAF3,Routing Table,Remote VTEP address,198.18.1.9,PASS,
254,AS-DCI1,Routing Table,Remote Lo0 address,198.18.10.7,PASS,
255,AS-DCI1,Routing Table,Remote Lo0 address,198.18.10.8,PASS,
256,AS-DCI1,Routing Table,Remote Lo0 address,198.18.10.5,PASS,
257,AS-DCI1,Routing Table,Remote Lo0 address,198.18.10.6,PASS,
258,AS-DCI1,Routing Table,Remote Lo0 address,198.18.10.9,PASS,
259,AS-DCI1,Routing Table,Remote Lo0 address,198.18.10.10,PASS,
260,AS-DCI1,Routing Table,Remote Lo0 address,198.18.10.1,PASS,
261,AS-DCI1,Routing Table,Remote Lo0 address,198.18.10.2,PASS,
262,AS-DCI1,Routing Table,Remote Lo0 address,198.18.0.7,PASS,
263,AS-DCI1,Routing Table,Remote Lo0 address,198.18.0.8,PASS,
264,AS-DCI1,Routing Table,Remote Lo0 address,198.18.0.5,PASS,
265,AS-DCI1,Routing Table,Remote Lo0 address,198.18.0.6,PASS,
266,AS-DCI1,Routing Table,Remote Lo0 address,198.18.0.9,PASS,
267,AS-DCI1,Routing Table,Remote Lo0 address,198.18.0.10,PASS,
268,AS-DCI1,Routing Table,Remote Lo0 address,198.18.0.1,PASS,
269,AS-DCI1,Routing Table,Remote Lo0 address,198.18.0.2,PASS,
270,AS-DCI2,Routing Table,Remote Lo0 address,198.18.10.7,PASS,
271,AS-DCI2,Routing Table,Remote Lo0 address,198.18.10.8,PASS,
272,AS-DCI2,Routing Table,Remote Lo0 address,198.18.10.5,PASS,
273,AS-DCI2,Routing Table,Remote Lo0 address,198.18.10.6,PASS,
274,AS-DCI2,Routing Table,Remote Lo0 address,198.18.10.9,PASS,
275,AS-DCI2,Routing Table,Remote Lo0 address,198.18.10.10,PASS,
276,AS-DCI2,Routing Table,Remote Lo0 address,198.18.10.1,PASS,
277,AS-DCI2,Routing Table,Remote Lo0 address,198.18.10.2,PASS,
278,AS-DCI2,Routing Table,Remote Lo0 address,198.18.0.7,PASS,
279,AS-DCI2,Routing Table,Remote Lo0 address,198.18.0.8,PASS,
280,AS-DCI2,Routing Table,Remote Lo0 address,198.18.0.5,PASS,
281,AS-DCI2,Routing Table,Remote Lo0 address,198.18.0.6,PASS,
282,AS-DCI2,Routing Table,Remote Lo0 address,198.18.0.9,PASS,
283,AS-DCI2,Routing Table,Remote Lo0 address,198.18.0.10,PASS,
284,AS-DCI2,Routing Table,Remote Lo0 address,198.18.0.1,PASS,
285,AS-DCI2,Routing Table,Remote Lo0 address,198.18.0.2,PASS,
286,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.10.7,PASS,
287,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.10.8,PASS,
288,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.10.5,PASS,
289,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.10.6,PASS,
290,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.10.9,PASS,
291,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.10.10,PASS,
292,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.10.1,PASS,
293,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.10.2,PASS,
294,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.0.7,PASS,
295,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.0.8,PASS,
296,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.0.5,PASS,
297,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.0.6,PASS,
298,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.0.9,PASS,
299,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.0.10,PASS,
300,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.0.1,PASS,
301,AS-LEAF1,Routing Table,Remote Lo0 address,198.18.0.2,PASS,
302,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.10.7,PASS,
303,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.10.8,PASS,
304,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.10.5,PASS,
305,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.10.6,PASS,
306,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.10.9,PASS,
307,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.10.10,PASS,
308,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.10.1,PASS,
309,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.10.2,PASS,
310,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.0.7,PASS,
311,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.0.8,PASS,
312,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.0.5,PASS,
313,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.0.6,PASS,
314,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.0.9,PASS,
315,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.0.10,PASS,
316,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.0.1,PASS,
317,AS-LEAF2,Routing Table,Remote Lo0 address,198.18.0.2,PASS,
318,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.10.7,PASS,
319,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.10.8,PASS,
320,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.10.5,PASS,
321,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.10.6,PASS,
322,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.10.9,PASS,
323,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.10.10,PASS,
324,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.10.1,PASS,
325,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.10.2,PASS,
326,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.0.7,PASS,
327,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.0.8,PASS,
328,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.0.5,PASS,
329,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.0.6,PASS,
330,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.0.9,PASS,
331,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.0.10,PASS,
332,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.0.1,PASS,
333,AS-LEAF3,Routing Table,Remote Lo0 address,198.18.0.2,PASS,
334,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.10.7,PASS,
335,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.10.8,PASS,
336,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.10.5,PASS,
337,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.10.6,PASS,
338,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.10.9,PASS,
339,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.10.10,PASS,
340,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.10.1,PASS,
341,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.10.2,PASS,
342,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.0.7,PASS,
343,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.0.8,PASS,
344,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.0.5,PASS,
345,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.0.6,PASS,
346,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.0.9,PASS,
347,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.0.10,PASS,
348,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.0.1,PASS,
349,AS-DCI1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI1 - 198.18.10.7 Destination: 198.18.0.2,PASS,
350,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.10.7,PASS,
351,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.10.8,PASS,
352,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.10.5,PASS,
353,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.10.6,PASS,
354,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.10.9,PASS,
355,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.10.10,PASS,
356,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.10.1,PASS,
357,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.10.2,PASS,
358,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.0.7,PASS,
359,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.0.8,PASS,
360,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.0.5,PASS,
361,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.0.6,PASS,
362,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.0.9,PASS,
363,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.0.10,PASS,
364,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.0.1,PASS,
365,AS-DCI2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-DCI2 - 198.18.10.8 Destination: 198.18.0.2,PASS,
366,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.10.7,PASS,
367,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.10.8,PASS,
368,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.10.5,PASS,
369,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.10.6,PASS,
370,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.10.9,PASS,
371,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.10.10,PASS,
372,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.10.1,PASS,
373,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.10.2,PASS,
374,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.0.7,PASS,
375,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.0.8,PASS,
376,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.0.5,PASS,
377,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.0.6,PASS,
378,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.0.9,PASS,
379,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.0.10,PASS,
380,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.0.1,PASS,
381,AS-LEAF1,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF1 - 198.18.10.5 Destination: 198.18.0.2,PASS,
382,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.10.7,PASS,
383,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.10.8,PASS,
384,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.10.5,PASS,
385,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.10.6,PASS,
386,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.10.9,PASS,
387,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.10.10,PASS,
388,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.10.1,PASS,
389,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.10.2,PASS,
390,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.0.7,PASS,
391,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.0.8,PASS,
392,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.0.5,PASS,
393,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.0.6,PASS,
394,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.0.9,PASS,
395,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.0.10,PASS,
396,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.0.1,PASS,
397,AS-LEAF2,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF2 - 198.18.10.6 Destination: 198.18.0.2,PASS,
398,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.10.7,PASS,
399,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.10.8,PASS,
400,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.10.5,PASS,
401,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.10.6,PASS,
402,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.10.9,PASS,
403,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.10.10,PASS,
404,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.10.1,PASS,
405,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.10.2,PASS,
406,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.0.7,PASS,
407,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.0.8,PASS,
408,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.0.5,PASS,
409,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.0.6,PASS,
410,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.0.9,PASS,
411,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.0.10,PASS,
412,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.0.1,PASS,
413,AS-LEAF3,Loopback0 Reachability,Loopback0 Reachability,Source: AS-LEAF3 - 198.18.10.9 Destination: 198.18.0.2,PASS,
